song_title,artist_name
CAUGHT UP IN MY HEART,OPTIMYSTIC
FORTUNES OF WAR,FISH
I'M A BITCH,OLGA
HAPPINESS/YOU MAKE ME HAPPY,SERIOUS ROPE
LETITGO,PRINCE
I CAUGHT YOU OUT,REBECCA DE RUVO
GET BACK,MOTHER
EVERYBODY,D.J. BOBO
YOU'RE NOT HERE,TYRREL CORPORATION
THIRD TIME LUCKY,BASIA
SWEET SENSUAL LOVE,BIG MOUNTAIN
THIS IS THE PLACE,ZEITIA MASSIAH
HUNGAH,KARYN WHITE
LOST AND FOUND (S.F.L.)/KEMURI,DJ SHADOW
MATHAR,INDIAN VIBES
THE RHYTHM IS MAGIC,MARIE CLAIRE D'UBALDO
WORK,BARRINGTON LEVY
GET YOUR HANDS ON ME,FLAVOUR FEAT DARRYL PANDY
THE COLOUR OF LOVE (REMIXES),REESE PROJECT
SWEET DREAMS,LA BOUCHE
DETROIT,WHITEOUT
THAT WORD (L.O.V.E),ROCKMELONS
GET YOUR HANDS OFF MY MAN (REMIXES),JUNIOR VASQUEZ
LIQUIDATOR (AIN'T NO ONE GREATER),PRICKLY PAIR 
I'M SO IN LOVE,ALYSHA WARREN
GO INTO THE LIGHT,IAN MCNABB
ARE YOU READY,AFFAIR
THIS IS THE SOUND OF YOUTH,THESE ANIMAL MEN
REVOLUTION,ROUTE 66
COME OUT AND PLAY,OFFSPRING
SOME KINDA WOMAN,TRAFFIC
SHE'S GOT THAT VIBE,R KELLY
OH BABY I...,ETERNAL
SOME GIRLS,ULTIMATE KAOS
SURE,TAKE THAT
ALL I WANNA DO,SHERYL CROW
CIRCLE OF LIFE,ELTON JOHN
WHEN WE DANCE,STING
SECRET,MADONNA
SEVENTEEN,LET LOOSE
ANOTHER NIGHT,(MC SAR &) THE REAL MCCOY
YOU NEVER LOVE THE SAME WAY TWICE,ROZALLA
STARS,CHINA BLACK
OUT OF THE SINKING,PAUL WELLER
IF I ONLY KNEW,TOM JONES
CRAZY/BLIND MAN,AEROSMITH
ALICE, WHAT'S THE MATTER?
IF I GIVE YOU MY NUMBER,PJ & DUNCAN
TAKE THIS TIME,SEAN MAGUIRE
THE STRANGEST PARTY(THESE ARE THE TIMES),INXS
SPEND SOME TIME,BRAND NEW HEAVIES
SLY,MASSIVE ATTACK
MOVE IT UP/BIG BEAT,CAPPELLA
YOU CAN GET IT,MAXX
WELCOME TO PARADISE,GREEN DAY
CIGARETTES & ALCOHOL,OASIS
LIQUID COOL,APOLLO FOUR FORTY
TURN THE BEAT AROUND,GLORIA ESTEFAN
(KEEP ON) SHINING/HOPE (NEVER GIVE UP),LOVELAND 
IN THE MIDDLE OF THE NIGHT,MAGIC AFFAIR
HIGH HOPES/KEEP TALKING,PINK FLOYD
CONNECTION,ELASTICA
BACK IT UP,ROBIN S
WHEN DO I GET TO SING 'MY WAY',SPARKS
NEWBORN FRIEND,SEAL
BEST OF MY LOVE,C J LEWIS
DEAR JOHN,EDDI READER
THE POWER OF LOVE,FITS OF GLOOM FEAT LIZZY MACK
FEELING SO REAL,MOBY
VIVA LA MEGABABES,SHAMPOO
THINK TWICE,CELINE DION
PUSH THE FEELING ON,NIGHTCRAWLERS
JUST KICKIN' IT,XSCAPE
THE WANDERING DRAGON EP,SHADES OF RHYTHM
CHRISTINE KEELER,SENSELESS THINGS
DO YOU BELIEVE IN THE WONDER,JEANIE TRACY
CLOSE...BUT,ECHOBELLY
DRED BASS,DREDBASS
TURN UP THE POWER,N-TRANCE
I WANT THE WORLD,2WO THIRD3
CAUGHT BY THE FUZZ,SUPERGRASS
SPACE COWBOY,JAMIROQUAI
WHAT GOES AROUND/ONE MORE RIVER,LUCIANA
TAKE ME HOME,JOE COCKER 
WHAT'S GOING ON,MUSIC RELIEF '94
PLANET CARAVAN,PANTERA
WANNA MAKE YOU GO... UUH!,THOSE 2 GIRLS
CANTGETAMAN, CANTGETAJOB (LIFE'S A..)
HAPPY NATION,ACE OF BASE
THESE ARMS OF MINE,PROCLAIMERS
NOTHING LESS THAN BRILLIANT,SANDIE SHAW
YOU GONNA MAKE ME LOVE../NOTHING BETTER,COLOURBLIND
BITCH WITH A PERM,TIM DOG
CAN U GET WIT IT,USHER
MARY JANE,SPIN DOCTORS
YOUR PAINTED SMILE,BRYAN FERRY
COLD COLD HEART,VELVET JUNGLE
MISSION 1,MISSION
THIS TIME,MICHELLE SWEENEY
HEART OF MINE,RICHARD TRAVISS
FAITH, LOVE & UNDERSTANDING
IS THERE A PLACE? EP,STRANGELOVE
GOSP,L.W.S.
WHIPPED,JON SECADA
JUICY,NOTORIOUS B.I.G.
LET ME BE YOUR FANTASY,BABY D
LOVE SPREADS,STONE ROSES
WE HAVE ALL THE TIME IN THE WORLD,LOUIS ARMSTRONG
CROCODILE SHOES,JIMMY NAIL
STAY ANOTHER DAY,EAST 17
SIGHT FOR SORE EYES,M PEOPLE
PUT YOURSELF IN MY PLACE,KYLIE MINOGUE
THANK YOU FOR HEARING ME,SINEAD O'CONNOR
RAISE YOUR HANDS,REEL 2 REAL FEAT MAD STUNTMAN
ETERNAL LOVE,PJ & DUNCAN
HOLD ME, THRILL ME
TRUE FAITH - 94,NEW ORDER
HALF THE MAN,JAMIROQUAI
ABC AND D...,BLUE BAMBOO
I LOVE SATURDAY,ERASURE
THE SUNSHINE AFTER THE RAIN,NEW ATLANTIC
SPIN THE BLACK CIRCLE,PEARL JAM
SHORT DICK MAN,20 FINGERS FEAT GILLETTE
YOU WANT THIS,JANET JACKSON
RUN TO YOU,ROXETTE
LOVE THE ONE YOU'RE WITH,LUTHER VANDROSS
ON BENDED KNEE,BOYZ II MEN
LOVE SHOULDA BROUGHT YOU HOME,TONI BRAXTON
DON'T DON'T TELL ME NO,SOPHIE B. HAWKINS
YABBA DABBA DOO,DARKMAN
ODE TO MY FAMILY,CRANBERRIES
RESTLESS,STATUS QUO
SURE SHOT,BEASTIE BOYS
THIS DJ,WARREN G
TRUE LOVE WAYS,DAVID ESSEX
CRY FOR ME,ROACHFORD
GIRL, YOU'LL BE A WOMAN SOON
INNER CITY LIFE,GOLDIE PRESENTS METALHEADS
ONE LAST LOVE SONG,BEAUTIFUL SOUTH
AJARE,WAY OUT WEST
THE GIFT,DANIEL O'DONNELL
I GET LIFTED,BARBARA TUCKER
END OF A CENTURY,BLUR
LET'S GET TATTOOS,CARTER USM
THE WILD ONES,SUEDE
KUT IT,RED EYE
BELIEVE,Q-TEX
EVERY WOMAN KNOWS,LULU
BANG AND BLAME,REM
HAPPINESS?,ROGER TAYLOR
FRAGILE,JULIO IGLESIAS
NONE OF YOUR BUSINESS,SALT N PEPA
YOUR LOVING ARMS,BILLIE RAY MARTIN
LUVSTUFF,SAGAT
LONDON'S BRILLIANT PARADE EP,ELVIS COSTELLO AND ATTRACTIONS
DON'T BRING ME DOWN,SPIRITS
STOP THAT TRAIN!,SAINT & CAMPBELL
MIRACLE OF BEING,CAPERCAILLIE
IT'S ALRIGHT,HYPER GO-GO
GEORGY GIRL,JUDITH DURHAM
SOLAAR POWER EP,MC SOLAAR
YUMMY YUMMY,SUMMIT
TIED UP,LFO
MUSIC IS A PASSION,ATLANTIC OCEAN
OPEN SESAMEE,JINX
IT'S A GAS,WEDDING PRESENT
TOWN CLOWNS,BLAMELESS
WILD LOVE,JOY LYNN WHITE
WHERE I WANNA BE BOY/DON'T FRONT,MISSJONES
SHAKE YOUR GROOVE THING,PEACHES & HERB
PICK IT UP Y'ALL/LIVE FROM THE OPIUM DEN,JUSTIN WARFIELD
LOVE ME FOR A REASON,BOYZONE
COTTON EYE JOE,REDNEX
THEM GIRLS THEM GIRLS,ZIG AND ZAG
WHATEVER,OASIS
ANOTHER DAY,WHIGFIELD
ALL I WANT FOR CHRISTMAS IS YOU,MARIAH CAREY
HERE COMES THE HOTSTEPPER,INI KAMOZE
POWER RANGERS,MIGHTY MORPH'N POWER RANGERS
TELL ME WHEN,HUMAN LEAGUE
CRAZY,ETERNAL
PLEASE COME HOME FOR CHRISTMAS,BON JOVI
TAKE A BOW,MADONNA
TRAIN OF CONSEQUENCES,MEGADETH
STAND UP,THUNDER
SWEET LOVE,M-BEAT FEATURING NAZLYN
I'LL FIND YOU,MICHELLE GAYLE
SO LET ME GO FAR,DODGY
CRASHIN' IN,CHARLATANS
ONE MORE CHANCE,E.Y.C
O BABY,SIOUXSIE & THE BANSHEES
WHEN I'M CLEANING WINDOWS (TURNED OUT...,2 IN A TENT
THIS TIME OF YEAR,RUNRIG
WHIGGLE IN LINE,BLACK DUCK
ONE COOL REMOVE,SHAWN COLVIN
U SURE DO,STRIKE
JUST THE WAY IT IS,LISA MOORISH
I WANT TO BE ALONE,2WO THIRD3
ALL I HAVE TO DO IS DREAM,CLIFF RICHARD WITH PHIL EVERLY
LET THE HEALING BEGIN,JOE COCKER
YOU BLOW ME AWAY,ROBERT PALMER
BRIGHT SIDE OF LIFE,TENOR FLY
LOVE YOUR SEXY...!!,BYKER GROOOVE!
DOLLARS,C J LEWIS
STAR,CULT
GUAGLIONE,PEREZ 'PREZ' PRADO & HIS ORCH
ROCKET,SMASHING PUMPKINS
I.O.U.,BILL TARMEY
MELODY OF LOVE (WANNA BE LOVED),DONNA SUMMER
SET YOU FREE,N-TRANCE
TOTAL ECLIPSE OF THE HEART,NICKI FRENCH
RUN AWAY,(MC SAR &) THE REAL MCCOY
I'VE GOT A LITTLE SOMETHING FOR YOU,MN8
BASKET CASE,GREEN DAY
OPEN YOUR HEART,M PEOPLE
ONE NIGHT STAND,LET LOOSE
SHE'S A RIVER,SIMPLE MINDS
CALL IT LOVE,DEUCE
REACH UP (PIG BAG),PERFECTO ALLSTARZ
INDEPENDENT LOVE SONG,SCARLET
HOOCHIE BOOTY,ULTIMATE KAOS
GLORY BOX,PORTISHEAD
SYMPATHY FOR THE DEVIL,GUNS N' ROSES
HEARTBEAT,JIMMY SOMERVILLE
CHANGE,LIGHTNING SEEDS
ALWAYS AND FOREVER,LUTHER VANDROSS
NOW THEY'LL SLEEP,BELLY
CRUSH WITH EYELINER,REM
LET IT FLOW,SPIRITUALIZED E. M.
I SAW THE LIGHT,THE THE
CREEP,TLC
PRACTICE WHAT YOU PREACH/LOVE IS..,BARRY WHITE
THE YOUNG OFFENDER'S MUM,CARTER USM
TOCCATA & FUGUE,VANESSA-MAE
INBETWEENER,SLEEPER
PROTECTION,MASSIVE ATTACK 
CRY FOR YOU,JODECI
1963,NEW ORDER
I'M STANDING (HIGHER),X-STATIC
SAVED,MR. ROY
DO YOU WANNA PARTY,DJ SCOTT FEATURING LORNA B
MENTAL PICTURE,JON SECADA
OVERCOME,TRICKY
IF LIFE IS LIKE../GEORDIE IN WONDERLAND,WILDHEARTS
CAN'T GET BY,SLAMM
BOXERS,MORRISSEY
I CAN'T LET YOU GO,MACK VIBE FEAT JACQUELINE
JANA,KILLING JOKE
WARRIOR,DANCE 2 TRANCE
FELL ON BLACK DAYS,SOUNDGARDEN
GOOD LIFE,E.V.E
I'M GOING ALL THE WAY,SOUNDS OF BLACKNESS
YOU CAN COUNT ON ME,JAKI GRAHAM
ORIGINAL SIN,TAYLOR DAYNE
I MIGHT BE CRYING,TANITA TIKARAM
LET'S SPEND THE NIGHT TOGETHER,MASH!
LIVING IN DANGER,ACE OF BASE
NUMBER ONE BLIND,VERUCA SALT
ALWAYS,MK FEATURING ALANA
BOY I GOTTA HAVE YOU,RIO & MARS
I AM I,QUEENSRYCHE
SWOON,MISSION
HIGHER (FEEL IT),ERICK MORE MORILLO PRTS R.A.W.
CUBAN PETE,JIM CARREY
DO WHAT YOU DO,ANNABELLA LWIN
SLAM EP,RHYTHMIC STATE
SOMETHING TO MISS,SENSELESS THINGS
WHAT A LIFE!,ROCKERS HI-FI
DON'T STOP,OUTHERE BROTHERS
A BOMB,BUCKETHEADS
GREY DUSK OF EVE,RANKIN FAMILY 
THE DREAM,DEEP DISH PRESENTS PRANA
BIG DICK MAN,SEX CLUB
SCRATCH THE SURFACE,SICK OF IT ALL
RANGE LIFE,PAVEMENT
HOLD ME SO TIGHT,STEPZ
BEAT IN YER BONES EP,BBR STREETGANG
DON'T GIVE ME YOUR LIFE,ALEX PARTY
NO MORE 'I LOVE YOU'S',ANNIE LENNOX
SOMEDAY I'LL BE SATURDAY NIGHT,BON JOVI
BEDTIME STORY,MADONNA
THE BOMB! (THESE SOUNDS FALL INTO MY...),BUCKETHEADS
AXEL F/KEEP PUSHIN',CLOCK
OUR RADIO ROCKS,PJ & DUNCAN
BELIEVE,ELTON JOHN
OVER MY SHOULDER,MIKE & THE MECHANICS
WAKING UP,ELASTICA
RESPECT,JUDY CHEEKS
REAL LOVE,DRIZABONE
BURNING UP,TONY DE VIT
BABY,ROZALLA
FOR YOUR LOVE,STEVIE WONDER
EVERYTIME YOU TOUCH ME,MOBY
EVERLASTING LOVE,GLORIA ESTEFAN
HAUNTED BY YOU,GENE
THIS COWBOY SONG,STING
COWBOY DREAMS,JIMMY NAIL
HERE AND NOW,DEL AMITRI
ALL I WANT,THOSE 2 GIRLS
DELICIOUS,SHAMPOO
EVERY DAY OF THE WEEK,JADE
SELF ESTEEM,OFFSPRING
PERFECT DAY,EMF
TURN IT UP,RAJA-NEE
THERE IS A STAR,PHARAO
THE ONLY ONE,GUN
YOU ARE EVERYTHING,MELANIE WILLIAMS & JOE ROBERTS
RIVER OF PAIN,THUNDER
TIME FOR LOVE,KIM ENGLISH
GREATER LOVE,SOUNDMAN & D LLOYDIE 
HOLD MY HAND,HOOTIE & THE BLOWFISH
IF YOU SHOULD NEED A FRIEND,FIRE ISLAND
MANSIZE ROOSTER,SUPERGRASS
THE WHOLE WORLD LOST ITS HEAD,GO-GO'S
NOT FOR YOU,PEARL JAM
CAROLINE,KIRSTY MACCOLL
YOU'RE NO GOOD,ASWAD
FEEL IT,CAROL BAILEY
I KNOW THE LORD,TABERNACLE
I ALONE,LIVE
THE DANCE/FRIENDS IN LOW PLACES,GARTH BROOKS
FREAK LIKE ME,ADINA HOWARD
FREE/SAIL ON,CHANTE MOORE
STRONG ENOUGH,SHERYL CROW
SILVER,MOIST
PASSION,JON OF THE PLEASED WIMMIN
KICK IT,NITZER EBB
SHAME,ZHANE
CRAWL,HEADSWIM
BREAKING THE ICE,MOLLY HALF HEAD
ANYTHING YOU WANT,JODIE
IT'S MY TIME,JEANIE TRACY
SLEEP,MARION
TASTE YOUR LOVE,HORACE BROWN
COLOR OF MY SKIN,SWING 52
WALK THIS WORLD,HEATHER NOVA
HUCKLEBERRY JAM,DOOP
TREAT U RIGHT,TRUCE
LOVE WILL KEEP US TOGETHER,JTQ FEAT ALISON LIMERICK
DON'T STOP (WIGGLE WIGGLE),OUTHERE BROTHERS
LOVE CAN BUILD A BRIDGE,CHER
JULIA SAYS,WET WET WET
BABY IT'S YOU,BEATLES
LET IT RAIN,EAST 17
WHOOPS NOW/WHAT'LL I DO,JANET JACKSON
ONE MAN IN MY HEART,HUMAN LEAGUE
OLD POP IN AN OAK,REDNEX
YOU BELONG TO ME,JX
SUDDENLY,SEAN MAGUIRE
GET WILD,NPG
THE FIRST THE LAST ETERNITY,SNAP! FEATURING SUMMER
IF YOU LOVE ME,BROWNSTONE
ALWAYS SOMETHING THERE TO REMIND ME,TIN TIN OUT FEAT ESPIRITU
SHOW A LITTLE LOVE,ULTIMATE KAOS
SAVE IT 'TIL THE MOURNING AFTER,SHUT UP AND DANCE
WAKE UP BOO!,BOO RADLEYS
CONWAY,REEL 2 REAL FEAT MAD STUNTMAN
PERFECT DAY,DURAN DURAN
THE KARMACOMA EP,MASSIVE ATTACK
EXPRESS YOUR FREEDOM,ANTICAPPELLA
CAN'T STOP LOVIN' YOU,VAN HALEN
POISON,PRODIGY
ORIGINAL,LE
SWEET DREAMS,DJ SCOTT FEATURING LORNA B
AS I LAY ME DOWN,SOPHIE B. HAWKINS
BRIDGE,QUEENSRYCHE
I KNOW YOU DON'T LOVE ME,ROACHFORD
HERE I GO,2 UNLIMITED
FUNTIME,BOY GEORGE
KEEP THE FIRE BURNIN',DAN HARTMAN
SHELTER ME,CIRCUIT
I'M IN THE MOOD FOR DANCING,NOLANS
DO YOU SEE,WARREN G
1 TO 1 RELIGION,BOMB THE BASS FEAT CARLTON
GET DOWN,CRAIG MACK
SOME PEOPLE SAY,TERRORVISION
KUNG FU,ASH
FLYING HIGH,CAPTAIN HOLLYWOOD PROJECT
LET LOVE SHINE,AMOS
I CAN'T BE WITH YOU,CRANBERRIES
ALL I ASK OF MYSELF IS THAT I HOLD...,NED'S ATOMIC DUSTBIN
BIG POPPA,NOTORIOUS B.I.G.
(DON'T FEAR) THE REAPER,APOLLO FOUR FORTY
DIGGING THE GRAVE,FAITH NO MORE
WHAT HOPE HAVE I,SPHINX
IN THE ARMS OF LOVE,CATHERINE ZETA JONES
LONGVIEW,GREEN DAY
HIGH & DRY/PLANET TELEX,RADIOHEAD
FEEL THE SPIRIT,GIANT CITY
1,2
I THOUGHT I MEANT THE WORLD TO YOU,ALYSHA WARREN
BLOKE,REPUBLICA
INVADER,KOOL WORLD PRODUCTIONS
RATTLED BY LA RUSH,PAVEMENT
SELLING JESUS,SKUNK ANANSIE
THINKING ABOUT YOUR LOVE,PHILLIP LEO
A TRIBUTE TO BLADE RUNNER - PART 1,COSMIC BABY
ABSOLUTION,GARY NUMAN
REST IN PEACE,STILTSKIN
I WANNA GET BACK WITH YOU,TOM JONES FEAT TORI AMOS
BURIAL,LEVITICUS
ROUND & ROUND,PASADENAS
WHAT DOES YOUR SOUL LOOK LIKE,DJ SHADOW
MOVE YOUR ASS!,SCOOTER
DAY IN DAY OUT,DREAM WARRIORS
ANTACID,LINK
SOME MIGHT SAY,OASIS
BACK FOR GOOD,TAKE THAT
KEY TO MY LIFE,BOYZONE
CHAINS,TINA ARENA
THE CHANGINGMAN,PAUL WELLER
IF YOU ONLY LET ME IN,MN8
HAVE YOU EVER REALLY LOVED A WOMAN?,BRYAN ADAMS
ARMY OF ME,BJORK
BUDDY HOLLY,WEEZER
LOVE & DEVOTION,REAL MCCOY
BEST IN ME,LET LOOSE
I WANNA GO WHERE THE PEOPLE GO,WILDHEARTS
LOVE CITY GROOVE,LOVE CITY GROOVE
AN UBHAL AS AIRDE (THE HIGHEST APPLE),RUNRIG
BABY BABY,CORONA
NOT OVER YET,GRACE
MY GIRL JOSEPHINE,SUPER CAT 
THE 4 PLAY EP,R KELLY
TEARS DON'T LIE,MARK' OH
I NEED YOU,DEUCE
BUBBLING HOT,PATO BANTON WITH RANKING ROGER
FOOLS GOLD '95,STONE ROSES
SOUR TIMES,PORTISHEAD
CRAZY,MARK MORRISON
I WANNA BE FREE (TO BE WITH HIM),SCARLET
CASTLES IN THE SAND,THUNDER
LET'S GET IT ON,SHABBA RANKS
DON'T LAUGH,WINX
DRIVING WITH THE BRAKES ON,DEL AMITRI
HOLDING ON TO YOU,TERENCE TRENT D'ARBY
FREEDOM EP,QFX
RED LIGHT SPECIAL,TLC
DIRECT-ME,REESE PROJECT
NIGHT MOVES,BOB SEGER
MARVELLOUS,LIGHTNING SEEDS
FEEL ME FLOW,NAUGHTY BY NATURE
ZION YOUTH,DREADZONE
I'M GOIN' DOWN,MARY J BLIGE
THANK YOU,BOYZ II MEN
HAUNTED,SHANE MACGOWAN
FIRE,PRIZNA FEAT DEMOLITION MAN
THE BALLAD OF PETER PUMPKINHEAD,CRASH TEST DUMMIES 
DOPES TO INFINITY,MONSTER MAGNET
NOVELTY WAVES,BIOSPHERE
SECRET GARDEN,BRUCE SPRINGSTEEN
STRANGE CURRENCIES,REM
CALLING OUT YOUR NAME,JIMMY NAIL
GOOD FEELING,REEF
YOU BRING ME JOY,RHYTHM FACTOR
FREAKY BE BEAUTIFUL,MOIST
HYPNOTISED,SIMPLE MINDS
LEGENDS OF THE DARK BLACK - PT 2,WILDCHILD
RELEASE YO' DELF,METHOD MAN
(LOVE IS) THE DRUG,WARRIOR SOUL
PUSH PUSH,ROCKERS HI-FI
I LIKE,KUT KLOSE
WHO THE F**K IS ALICE?,SMOKIE 
SWEET DREAMS,SWING FEAT DR. ALBAN
IT'S ALRIGHT,S.A.I.N. PART TWO
THINKING,BIVOUAC
EVERYTHING ZEN,BUSH
PUMP,DREDSTOCK
BREATHLESS,BANG BANG MACHINE
DUKE OF EARLSFIELD,SABRES OF PARADISE VERSUS LFO.
STROBELIGHT EP,CHILL FM FEAT TECHNOTRANCE
UNCHAINED MELODY/WHITE CLIFFS OF DOVER,ROBSON & JEROME
COMMON PEOPLE,PULP
SCATMAN (SKI-BA-BOP-BA-DOP-BOP),SCATMAN JOHN
I NEED YOUR LOVING (EVERYBODY'S GOT TO.),BABY D
THAT LOOK IN YOUR EYE,ALI CAMPBELL
SURRENDER YOUR LOVE,NIGHTCRAWLERS 
YES,MCALMONT & BUTLER
NAKED,REEF
ONLY ONE ROAD,CELINE DION
THIS IS HOW WE DO IT,MONTELL JORDAN
STORIES,THERAPY?
HURT SO GOOD,JIMMY SOMERVILLE
SWING LOW SWEET CHARIOT,LADYSMITH BLACK..
FREEDOM,MICHELLE GAYLE
FAKE PLASTIC TREES,RADIOHEAD
I BELIEVE,HAPPY CLAPPERS
MADE IN ENGLAND,ELTON JOHN
THIS TIME,CURTIS STIGERS
I BELIEVE,BLESSID UNION OF SOULS
WE'RE GONNA DO IT AGAIN,MANCHESTER UTD FEAT STRYKER
WIZARDS OF THE SONIC,WESTBAM
EVERYDAY,INCOGNITO
ALICE (WHO THE X IS ALICE?),GOMPIE
SHUT UP AND KISS ME,MARY CHAPIN CARPENTER
I WANNA BE DOWN,BRANDY
YOU'RE THE STAR,ROD STEWART
KEEP ON MOVING,BOB MARLEY & THE WAILERS
IN THE BEST POSSIBLE TASTE (PART 2),KINGMAKER
TALK ABOUT IT IN THE MORNING,MARTYN JOSEPH
MAX DON'T HAVE SEX WITH YOUR EX,E-ROTIC
FAR-OUT SON OF LUNG & THE RAMBLINGS OF..,FUTURE SOUND OF LONDON
WORLD IN UNION '95,LADYSMITH BLACK..
GOTTA BE A SIN,ADAM ANT
GUDVIBE,TINMAN
JUST LOOKIN'/BULLET COMES,CHARLATANS
ALL TOGETHER NOW,EVERTON FC
CAN'T CRY ANYMORE,SHERYL CROW
I KNOW,DIONNE FARRIS
LAST GOODBYE,JEFF BUCKLEY
TOO MANY FISH,FRANKIE KNUCKLES 
RICOCHET,FAITH NO MORE
STRAIGHT TO MY FEET,HAMMER
SPIRIT,WAYNE MARSHALL
LET'S START OVER/KICKIN' THE BEAT,PAMELA FERNANDEZ
LIFTED,LIGHTHOUSE FAMILY
STAY,DREAMHOUSE
SPARKY'S DREAM,TEENAGE FANCLUB
OXBOW LAKES,ORB
WILD, WILD WEST
JOY OF LIVING,OUI 3
OLD,MACHINE HEAD
BURNING '95,MK
24-7-365,CHARLES & EDDIE
STRIKE IT,DUB WAR
JOY,BLACKSTREET
SHINE,MOLLY HALF HEAD
WHEN I COME AROUND,GREEN DAY
SING A SONG,CAROLYN HARDING & DAMON HORTON
SEXUAL,MARIA ROWE
BELFAST/INNOCENT X,ORBITAL
SPEND THE DAY,URBAN COOKIE COLLECTIVE
LET HER CRY,HOOTIE & THE BLOWFISH
WAVES OF LIFE,BODY HEAT
LOST ON A BREEZE,ACT OF FAITH
DARK LIGHT (THE LIVE EP),GARY NUMAN
ALPHABETICAL RESPONSE,BROTHERHOOD
AIN'T NO STOPPING US NOW,LUTHER VANDROSS
GENERATION SPOKESMODEL,MUDHONEY
BOOM BOOM BOOM,OUTHERE BROTHERS
WHOOMPH! (THERE IT IS),CLOCK
THIS IS A CALL,FOO FIGHTERS
THINK OF YOU,WHIGFIELD
SCREAM,MICHAEL JACKSON
STILLNESS IN TIME,JAMIROQUAI
A GIRL LIKE YOU,EDWYN COLLINS
SEARCH FOR THE HERO,M PEOPLE
RIGHT IN THE NIGHT (FALL IN LOVE WITH...,JAM & SPOON FEATURING PLAVKA
DAYDREAMER,MENSWEAR
DON'T WANT TO FORGIVE ME NOW,WET WET WET
ZOMBIE,A.D.A.M. FEATURING AMY
WHITE LINES (DON'T DO IT),DURAN DURAN
RIGHT HERE,ULTIMATE KAOS
OVER THERE (I DON'T CARE),HOUSE OF PAIN
HANDS UP! HANDS UP!,ZIG AND ZAG
HOLD MY BODY TIGHT,EAST 17
THIS AIN'T A LOVE SONG,BON JOVI
BIG YELLOW TAXI,AMY GRANT
NOW I'VE FOUND YOU,SEAN MAGUIRE
SELLING THE DRAMA,LIVE
FLY AWAY,HADDAWAY
FREEK 'N YOU,JODECI
WE'VE ONLY JUST BEGUN,BITTY MCLEAN
INTO THE BLUE,MOBY
A BEGGAR ON A BEACH OF GOLD,MIKE & THE MECHANICS
I'LL BE AROUND,RAPPIN' 4-TAY
A WHITER SHADE OF PALE,ANNIE LENNOX
GOING ROUND,D'BORA
MY LOVE IS FOR REAL,PAULA ABDUL
FIRED UP,ELEVATORMAN
REVEREND BLACK GRAPE,BLACK GRAPE
MARTA'S SONG,DEEP FOREST
NOT ANYONE,BLACK BOX
ON YOUR OWN,VERVE
YOU DON'T KNOW NOTHIN',FOR REAL
STAYING OUT FOR THE SUMMER 95,DODGY
IL ADORE,BOY GEORGE
LEAVE HOME,CHEMICAL BROTHERS
ALL I WANNA DO,JOANNE FARRELL
KEEP LOVE TOGETHER,LOVE TO INFINITY
BACK FOR GOOD,REAL EMOTION
SEX ON THE STREETS,PIZZAMAN
YOU'RE THE STORY OF MY LIFE/AS LONG AS..,JUDY CHEEKS
MISTER JONES,OUT OF MY HAIR
KEEP THEIR HEADS RINGIN',DR DRE
FRIENDLY PRESSURE,JHELISA
MIDNITE,D*INFLUENCE
RIGHT & EXACT,CHRISSY WARD
PERFECT DAY,KIRSTY MACCOLL AND EVAN DANDO
ROCK TO THE RHYTHM,CUTBACK FEATURING FEDERAL
DISCO DUB/DISCO DAYS,DISCO DAYS
STONEAGE,FLOORJAM
GOOD,BETTER THAN EZRA
VICTROLA,VERUCA SALT
AFRODISIAC,POWDER
SUMMER,BUFFALO TOM
I CAN FEEL DESIRE,BAK2BASSIKS 
CHECKING IN CHECKING OUT,HIGH LLAMAS
MINUS 61 IN DETROIT,DAVID HOLMES
SATURDAY!,MCALMONT
NEVER FORGET,TAKE THAT
SHY GUY,DIANA KING
KISS FROM A ROSE/I'M ALIVE,SEAL
ALRIGHT/TIME,SUPERGRASS
TRY ME OUT,CORONA
IN THE NAME OF THE FATHER,BLACK GRAPE
IN THE SUMMERTIME,SHAGGY FEATURING RAYVON
3 IS FAMILY,DANA DAWSON
THE HELL EP,TRICKY VS THE GRAVEDIGGAZ
WATERFALLS,TLC
SING IT (THE HALLELUJAH SONG),MOZAIC
STUCK ON U,PJ & DUNCAN
BLUE MONDAY-95,NEW ORDER
PANINARO '95,PET SHOP BOYS
WEIRD,REEF
I'LL BE THERE FOR YOU/YOU'RE ALL I NEED,METHOD MAN 
THE AFRO-LEFT EP,LE
YOU DO SOMETHING TO ME,PAUL WELLER
LOVE ENUFF,SOUL II SOUL
LOOSE,THERAPY?
PERFECT,LIGHTNING SEEDS
LOST IN LOVE,UP YER RONSON 
TONGUE,REM
SALVA MEA (SAVE ME),FAITHLESS
DIVE TO PARADISE,EUROGROOVE
EVIDENCE,FAITH NO MORE
HAPPY,MN8
GALAXIE,BLIND MELON
I'M A BELIEVER,EMF
RUN, BABY
I HEAR YOUR NAME,INCOGNITO
VIOLET,HOLE
I CAN'T GET NO SLEEP '95,MASTERS AT WORK PRESENT INDIA
SHINE EYE GAL,SHABBA RANKS FEAT MYKAL ROSE
DON'T TAKE IT PERSONAL (JUST ONE OF...),MONICA
BULLET,FLUKE
SWEET HARMONY,LIQUID
FINETIME,CAST
