year,month,rank,artist,song,romance_score
2000,11,44,sisqo,unleashthedragon,0
2000,11,45,barrywhite,letthemusicplay,5
2000,11,46,melanieb,tellme,3
2000,11,50,robbiewilliams,rockdj,0
2000,11,51,vengaboys,cheekahbowbowthatcomputersong,0
2000,11,55,melaniec,iturntoyou,3
2000,11,59,kylieminogue,onanightlikethis,5
2000,11,60,a1,takeonme,0
2000,11,61,aaroncarter,aaronspartycomegetit,0
2000,11,63,wyclefjean,itdoesntmatter,3
2000,11,65,muse,musclemuseum,0
2000,11,68,craigdavid,7days,5
2000,11,69,nsync,itsgonnabeme,0
2000,11,75,britneyspears,lucky,5
2000,11,77,kdlang,theconsequencesoffalling,0
2000,11,78,corrs,breathless,6
2000,11,85,aaliyah,tryagain,0
2000,11,87,lenemarlin,unforgivablesinner,0
2000,11,88,bloodhoundgang,theballadofchaseylain,3
2000,11,89,lonestar,smile,3
2000,11,90,destinyschild,jumpinjumpin,3
2000,11,93,toploader,justholdon,0
2000,11,95,aaroncarter,iwantcandy,3
2000,11,99,teenagefanclub,ineeddirection,0
2000,12,1,destinyschild,independentwomen,3
2000,12,2,leannrimes,cantfightthemoonlight,3
2000,12,3,craigdavid,walkingaway,3
2000,12,4,bahamen,wholetthedogsout,0
2000,12,6,ronankeating,thewayyoumakemefeel,3
2000,12,10,darude,feelthebeat,0
2000,12,12,wutangclan,gravelpit,3
2000,12,14,westlife,mylove,11
2000,12,15,paulvandyk,wearealive,0
2000,12,16,toploader,dancinginthemoonlight,6
2000,12,17,a1,sameoldbrandnewyou,0
2000,12,18,rickymartin,shebangs,0
2000,12,19,kandi,dontthinkimnot,0
2000,12,20,backstreetboys,shapeofmyheart,0
2000,12,21,nsync,thisipromiseyou,15
2000,12,22,offspring,originalprankster,5
2000,12,23,anastacia,imouttalove,3
2000,12,24,pointbreak,whataboutus,3
2000,12,26,nelly,countrygrammar,3
2000,12,27,martinemccutcheon,imoveryou,3
2000,12,30,steps,stomp,0
2000,12,33,savagegarden,holdme,8
2000,12,37,sade,byyourside,3
2000,12,38,robbiewilliams,kids,0
2000,12,39,coldplay,trouble,0
2000,12,40,enya,onlytime,0
2000,12,41,gabrielle,shouldistay,6
2000,12,43,allsaints,blackcoffee,3
2000,12,44,eminem,thewayiam,3
2000,12,45,modjo,ladyhearmetonight,5
2000,12,46,samanthamumba,bodyiibody,0
2000,12,49,madonna,music,0
2000,12,51,marilynmanson,disposableteens,3
2000,12,52,badlydrawnboy,oncearoundtheblock,3
2000,12,54,limpbizkit,mygeneration,0
2000,12,56,fatboyslim,sunsetbirdofprey,0
2000,12,61,98degrees,givemejustonenightunanoche,7
2000,12,63,whitneyhouston,couldihavethiskissforever,7
2000,12,65,davidgray,pleaseforgiveme,3
2000,12,66,pjharvey,goodfortune,3
2000,12,69,a1,takeonme,0
2000,12,71,robbiewilliams,rockdj,0
2000,12,72,sclub7,natural,3
2000,12,75,blur,musicismyradar,0
2000,12,76,moloko,indigo,4
2000,12,77,melaniec,iturntoyou,3
2000,12,80,billygilman,onevoice,3
2000,12,81,bonjovi,sayitisntso,3
2000,12,85,nsync,itsgonnabeme,0
2000,12,88,beautifulsouth,closerthanmost,13
2000,12,93,ronankeating,lifeisarollercoaster,0
2000,12,95,wyclefjean,itdoesntmatter,3
2000,12,96,snowpatrol,askmehowiam,3
2001,1,2,eminem,stan,5
2001,1,3,sclub7,neverhadadreamcometrue,3
2001,1,4,westlife,whatmakesaman,3
2001,1,5,bahamen,wholetthedogsout,0
2001,1,6,oxideneutrino,nogood4me,0
2001,1,7,destinyschild,independentwomen,3
2001,1,8,leannrimes,cantfightthemoonlight,3
2001,1,10,britneyspears,stronger,0
2001,1,11,robbiewilliams,supreme,9
2001,1,13,sugababes,newyear,0
2001,1,15,craigdavid,walkingaway,3
2001,1,16,madonna,donttellme,3
2001,1,18,wutangclan,gravelpit,3
2001,1,19,kylieminogue,pleasestay,5
2001,1,20,sisqo,incomplete,3
2001,1,21,sonique,iputaspellonyou,0
2001,1,23,toploader,dancinginthemoonlight,6
2001,1,25,whitneyhouston,heartbreakhotel,0
2001,1,27,ronankeating,thewayyoumakemefeel,3
2001,1,28,jayz,ijustwannaloveugiveit2me,3
2001,1,31,rickymartin,shebangs,0
2001,1,32,a1,sameoldbrandnewyou,0
2001,1,33,darude,feelthebeat,0
2001,1,36,kandi,dontthinkimnot,0
2001,1,38,westlife,mylove,11
2001,1,39,greenday,warning,0
2001,1,40,melaniec,ifthatwereme,13
2001,1,43,bonjovi,thankyouforlovingme,6
2001,1,44,robbiewilliams,kids,0
2001,1,45,lionelrichie,dontstopthemusic,5
2001,1,47,allsaints,blackcoffee,3
2001,1,48,madonna,music,0
2001,1,49,backstreetboys,shapeofmyheart,0
2001,1,51,anastacia,imouttalove,3
2001,1,53,modjo,ladyhearmetonight,5
2001,1,54,fatboyslim,sunsetbirdofprey,0
2001,1,56,offspring,originalprankster,5
2001,1,57,paulvandyk,wearealive,0
2001,1,60,nsync,thisipromiseyou,15
2001,1,63,samanthamumba,bodyiibody,0
2001,1,64,nelly,countrygrammar,3
2001,1,66,limpbizkit,mygeneration,0
2001,1,67,mystikal,shakeyaass,0
2001,1,73,sclub7,natural,3
2001,1,74,martinemccutcheon,imoveryou,3
2001,1,75,steps,stomp,0
2001,1,78,robbiewilliams,rockdj,0
2001,1,82,blur,musicismyradar,0
2001,1,83,coldplay,trouble,0
2001,1,84,melanieb,tellme,3
2001,1,86,davidgray,pleaseforgiveme,3
2001,1,88,a1,takeonme,0
2001,1,92,moby,whydoesmyheartfeelsobad,0
2001,1,94,drdre,forgotaboutdre,3
2001,1,95,vanessaamorosi,absolutelyeverybody,6
2001,1,100,vengaboys,cheekahbowbowthatcomputersong,0
2001,2,2,usher,popyacollar,0
2001,2,3,drdre,thenextepisode,0
2001,2,5,fragma,everytimeyouneedme,0
2001,2,7,martinemccutcheon,ontheradio,5
2001,2,8,jenniferlopez,lovedontcostathing,3
2001,2,10,spooks,thingsiveseen,3
2001,2,11,anastacia,notthatkind,5
2001,2,14,bahamen,youalldat,8
2001,2,16,misteeq,why,9
2001,2,17,toploader,dancinginthemoonlight,6
2001,2,18,eminem,stan,5
2001,2,21,feeder,buckrogers,0
2001,2,22,pink,youmakemesick,7
2001,2,24,mosdef,ohno,0
2001,2,26,leannrimes,cantfightthemoonlight,3
2001,2,28,allsaints,allhookedup,0
2001,2,29,sclub7,neverhadadreamcometrue,3
2001,2,30,bahamen,wholetthedogsout,0
2001,2,31,creed,witharmswideopen,8
2001,2,32,destinyschild,independentwomen,3
2001,2,36,atb,thefieldsoflove,0
2001,2,38,westlife,whatmakesaman,3
2001,2,39,wutangclan,gravelpit,3
2001,2,40,oxideneutrino,nogood4me,0
2001,2,41,linkinpark,onestepcloser,3
2001,2,44,emilianatorrini,tobefree,0
2001,2,46,robbiewilliams,supreme,9
2001,2,48,britneyspears,stronger,0
2001,2,49,madonna,donttellme,3
2001,2,50,craigdavid,walkingaway,3
2001,2,51,fatboyslim,demons,0
2001,2,52,madisonavenue,everythingyouneed,3
2001,2,58,terrorvision,dyawannagofaster,0
2001,2,60,sonique,iputaspellonyou,0
2001,2,61,sisqo,incomplete,3
2001,2,62,sugababes,newyear,0
2001,2,63,madonna,music,0
2001,2,64,rickymartin,shebangs,0
2001,2,65,phoenix,ifieverfeelbetter,6
2001,2,68,ronankeating,thewayyoumakemefeel,3
2001,2,70,kylieminogue,pleasestay,5
2001,2,71,jayz,ijustwannaloveugiveit2me,3
2001,2,72,outkast,msjackson,3
2001,2,75,fatboyslim,sunsetbirdofprey,0
2001,2,79,savagegarden,holdme,8
2001,2,80,modjo,ladyhearmetonight,5
2001,2,82,changingfaces,thatotherwoman,3
2001,2,84,nsync,thisipromiseyou,15
2001,2,87,offspring,originalprankster,5
2001,2,91,gabrielle,shouldistay,6
2001,2,92,d12,shitonyou,5
2001,2,97,samanthamumba,bodyiibody,0
2001,2,99,melaniec,iturntoyou,3
2001,2,100,steps,stomp,0
2001,3,1,atomickitten,wholeagain,0
2001,3,2,outkast,msjackson,3
2001,3,3,samanthamumba,alwayscomebacktoyourlove,0
2001,3,4,wheatus,teenagedirtbag,5
2001,3,6,a1,nomore,5
2001,3,7,dido,herewithme,0
2001,3,12,toploader,dancinginthemoonlight,6
2001,3,13,bbmak,backhere,3
2001,3,14,paparoach,lastresort,0
2001,3,16,backstreetboys,thecall,5
2001,3,17,westlife,whatmakesaman,3
2001,3,18,drdre,thenextepisode,0
2001,3,19,joe,stutter,0
2001,3,21,fragma,everytimeyouneedme,0
2001,3,22,usher,popyacollar,0
2001,3,23,nelly,ei,3
2001,3,24,marilynmanson,thefightsong,5
2001,3,26,jarule,betweenmeandyou,3
2001,3,28,mystikal,dangerbeensolong,0
2001,3,29,spooks,thingsiveseen,3
2001,3,30,eminem,stan,5
2001,3,31,shaggy,itwasntme,8
2001,3,35,semisonic,chemistry,3
2001,3,36,anastacia,notthatkind,5
2001,3,37,jenniferlopez,lovedontcostathing,3
2001,3,44,martinemccutcheon,ontheradio,5
2001,3,48,sclub7,neverhadadreamcometrue,3
2001,3,51,vengaboys,foreverasone,5
2001,3,55,bahamen,wholetthedogsout,0
2001,3,57,starsailor,fever,3
2001,3,60,ash,shininglight,3
2001,3,61,leannrimes,cantfightthemoonlight,3
2001,3,63,pink,youmakemesick,7
2001,3,64,bahamen,youalldat,8
2001,3,69,misteeq,why,9
2001,3,70,allsaints,allhookedup,0
2001,3,71,destinyschild,independentwomen,3
2001,3,73,melaniec,ifthatwereme,13
2001,3,74,robbiewilliams,kids,0
2001,3,76,allsaints,blackcoffee,3
2001,3,77,feeder,buckrogers,0
2001,3,79,d12,shitonyou,5
2001,3,85,robbiewilliams,supreme,9
2001,3,87,fatboyslim,demons,0
2001,3,89,britneyspears,stronger,0
2001,3,93,a1,sameoldbrandnewyou,0
2001,3,94,linkinpark,onestepcloser,3
2001,3,96,craigdavid,walkingaway,3
2001,3,97,samanthamumba,bodyiibody,0
2001,3,98,ronankeating,thewayyoumakemefeel,3
2001,3,99,modjo,ladyhearmetonight,5
2001,4,1,hearsay,pureandsimple,6
2001,4,2,shaggy,itwasntme,8
2001,4,3,crazytown,butterfly,15
2001,4,4,gorillaz,clinteastwood,5
2001,4,5,westlife,uptowngirl,3
2001,4,7,atomickitten,wholeagain,0
2001,4,8,wheatus,teenagedirtbag,5
2001,4,9,nellyfurtado,imlikeabird,3
2001,4,10,stereophonics,mrwriter,3
2001,4,11,chantemoore,straightup,12
2001,4,12,britneyspears,dontletmebethelasttoknow,3
2001,4,14,craigdavid,rendezvous,12
2001,4,16,avalanches,sinceileftyou,0
2001,4,17,samanthamumba,alwayscomebacktoyourlove,0
2001,4,18,beegees,thisiswhereicamein,3
2001,4,22,leannrimes,ineedyou,3
2001,4,23,outkast,msjackson,3
2001,4,24,offspring,wantyoubad,3
2001,4,28,rkelly,thestormisovernow,0
2001,4,29,dido,herewithme,0
2001,4,31,d12,shitonyou,5
2001,4,32,neilfinn,whereveryouare,14
2001,4,33,beenieman,girlsdemsugar,5
2001,4,34,kaci,paradise,12
2001,4,37,xzibit,x,0
2001,4,40,dream,helovesunot,7
2001,4,42,toploader,dancinginthemoonlight,6
2001,4,44,muse,pluginbaby,0
2001,4,50,aerosmith,jaded,4
2001,4,51,davidgray,thisyearslove,5
2001,4,52,disturbed,voices,0
2001,4,54,jillscott,alongwalk,4
2001,4,60,savagegarden,thebestthing,3
2001,4,61,bbmak,backhere,3
2001,4,62,a1,nomore,5
2001,4,64,paparoach,lastresort,0
2001,4,65,joe,stutter,0
2001,4,69,manicstreetpreachers,sowhysosad,6
2001,4,74,jaheim,coulditbe,8
2001,4,75,drdre,thenextepisode,0
2001,4,76,allsaints,allhookedup,0
2001,4,78,usher,popyacollar,0
2001,4,79,leannrimes,cantfightthemoonlight,3
2001,4,81,morcheeba,worldlookingin,0
2001,4,82,bahamen,youalldat,8
2001,4,84,bahamen,wholetthedogsout,0
2001,4,87,sugababes,newyear,0
2001,4,88,nickcavethebadseeds,asisatsadlybyherside,7
2001,4,90,anastacia,notthatkind,5
2001,4,92,oxideneutrino,nogood4me,0
2001,4,94,evacassidy,overtherainbow,9
2001,4,95,taproot,againandagain,0
2001,5,2,destinyschild,survivor,0
2001,5,3,ronankeating,lovineachday,5
2001,5,4,gabrielle,outofreach,0
2001,5,6,depechemode,dreamon,3
2001,5,7,otown,liquiddreams,3
2001,5,8,shaggy,itwasntme,8
2001,5,9,gorillaz,clinteastwood,5
2001,5,10,fatboyslim,star69,0
2001,5,11,emmabunton,whattookyousolong,5
2001,5,12,starsailor,goodsouls,0
2001,5,13,janetjackson,allforyou,0
2001,5,14,crazytown,butterfly,15
2001,5,15,spooks,karmahotel,8
2001,5,16,atomickitten,wholeagain,0
2001,5,17,paparoach,betweenangelsandinsects,0
2001,5,18,wheatus,teenagedirtbag,5
2001,5,19,madonna,whatitfeelslikeforagirl,6
2001,5,20,hearsay,pureandsimple,6
2001,5,21,nellyfurtado,imlikeabird,3
2001,5,22,snoopdogg,snoopdogg,3
2001,5,23,linkinpark,crawling,0
2001,5,24,westlife,uptowngirl,3
2001,5,25,faithhill,thewayyouloveme,5
2001,5,28,sugababes,runforcover,0
2001,5,29,lilbowwow,bowwowthatsmyname,5
2001,5,31,robbiewilliams,letlovebeyourenergy,0
2001,5,36,elbow,red,3
2001,5,37,joe,iwannaknow,8
2001,5,38,craigdavid,rendezvous,12
2001,5,41,echothebunnymen,itsalright,0
2001,5,42,britneyspears,dontletmebethelasttoknow,3
2001,5,44,chantemoore,straightup,12
2001,5,45,corrs,givemeareason,6
2001,5,46,samanthamumba,alwayscomebacktoyourlove,0
2001,5,49,stereophonics,mrwriter,3
2001,5,51,ash,burnbabyburn,6
2001,5,54,modjo,chillin,3
2001,5,56,dido,herewithme,0
2001,5,57,toploader,onlyforawhile,3
2001,5,59,avalanches,sinceileftyou,0
2001,5,60,elvispresley,suspiciousminds,3
2001,5,61,rkelly,thestormisovernow,0
2001,5,64,beegees,thisiswhereicamein,3
2001,5,67,outkast,msjackson,3
2001,5,69,sclub7,neverhadadreamcometrue,3
2001,5,70,toploader,dancinginthemoonlight,6
2001,5,71,leannrimes,ineedyou,3
2001,5,74,savagegarden,thebestthing,3
2001,5,75,kaci,paradise,12
2001,5,77,muse,pluginbaby,0
2001,5,79,a1,nomore,5
2001,5,83,beenieman,girlsdemsugar,5
2001,5,84,aerosmith,jaded,4
2001,5,85,bahamen,wholetthedogsout,0
2001,5,86,eminem,stan,5
2001,5,87,starsailor,fever,3
2001,5,93,evacassidy,overtherainbow,9
2001,5,98,allsaints,allhookedup,0
2001,5,99,ericclapton,iaintgonnastandforit,0
2001,5,100,backstreetboys,thecall,5
2001,6,1,djpiedpiper,doyoureallylikeit,0
2001,6,3,dido,thankyou,0
2001,6,4,blue,allrise,3
2001,6,5,radiohead,pyramidsong,3
2001,6,6,3lw,nomorebabyimadoright,0
2001,6,7,gerihalliwell,itsrainingmen,0
2001,6,8,nelly,ridewitme,5
2001,6,9,sunshineanderson,hearditallbefore,7
2001,6,10,mop,coldasice,9
2001,6,11,gabrielle,outofreach,0
2001,6,12,fragma,youarealive,3
2001,6,13,jenniferlopez,play,0
2001,6,16,oxideneutrino,upmiddlefinger,0
2001,6,17,ateens,upsidedown,5
2001,6,18,eve,whosthatgirl,3
2001,6,20,destinyschild,survivor,0
2001,6,21,bbmak,stillonyourside,0
2001,6,22,shaggy,itwasntme,8
2001,6,23,gorillaz,clinteastwood,5
2001,6,24,crazytown,butterfly,15
2001,6,25,wheatus,teenagedirtbag,5
2001,6,26,atomickitten,wholeagain,0
2001,6,27,ronankeating,lovineachday,5
2001,6,28,anastacia,cowboyskisses,4
2001,6,30,otown,liquiddreams,3
2001,6,32,emmabunton,whattookyousolong,5
2001,6,33,janetjackson,allforyou,0
2001,6,34,offspring,wantyoubad,3
2001,6,35,hearsay,pureandsimple,6
2001,6,36,rem,imitationoflife,0
2001,6,38,nellyfurtado,imlikeabird,3
2001,6,40,stereophonics,mrwriter,3
2001,6,41,spooks,karmahotel,8
2001,6,44,fatboyslim,star69,0
2001,6,45,bonjovi,onewildnight,0
2001,6,47,madonna,whatitfeelslikeforagirl,6
2001,6,48,jonb,donttalk,5
2001,6,49,westlife,uptowngirl,3
2001,6,51,dirtyvegas,daysgoby,0
2001,6,52,nickcavethebadseeds,fifteenfeetofpurewhitesnow,3
2001,6,53,samanthamumba,alwayscomebacktoyourlove,0
2001,6,55,robbiewilliams,letlovebeyourenergy,0
2001,6,56,evacassidy,overtherainbow,9
2001,6,57,modjo,chillin,3
2001,6,59,lilbowwow,bowwowthatsmyname,5
2001,6,62,linkinpark,crawling,0
2001,6,63,paparoach,betweenangelsandinsects,0
2001,6,64,starsailor,goodsouls,0
2001,6,65,sugababes,runforcover,0
2001,6,67,a1,nomore,5
2001,6,72,craigdavid,rendezvous,12
2001,6,74,chantemoore,straightup,12
2001,6,76,aerosmith,jaded,4
2001,6,81,manicstreetpreachers,sowhysosad,6
2001,6,82,bbmak,backhere,3
2001,6,89,muse,pluginbaby,0
2001,6,92,music,takethelongroadandwalkit,3
2001,6,97,beegees,thisiswhereicamein,3
2001,6,98,toploader,onlyforawhile,3
2001,6,99,brandy,anotherdayinparadise,3
2001,7,1,hearsay,thewaytoyourlove,0
2001,7,3,usher,uremindme,3
2001,7,4,shaggy,angel,5
2001,7,5,faithhill,thereyoullbe,0
2001,7,6,gorillaz,192000,5
2001,7,7,misteeq,alliwant,3
2001,7,10,djpiedpiper,doyoureallylikeit,0
2001,7,11,2pac,untiltheendoftime,5
2001,7,12,backstreetboys,morethanthat,6
2001,7,13,blue,allrise,3
2001,7,17,basementjaxx,romeo,6
2001,7,18,limpbizkit,myway,3
2001,7,19,faithless,wecome1,9
2001,7,20,stereophonics,haveaniceday,0
2001,7,21,offspring,millionmilesaway,0
2001,7,22,james,gettingawaywithitallmessedup,0
2001,7,24,dido,thankyou,0
2001,7,28,eddygrant,electricavenue,0
2001,7,29,linkinpark,papercut,5
2001,7,30,gerihalliwell,itsrainingmen,0
2001,7,31,nelly,ridewitme,5
2001,7,33,travis,sing,0
2001,7,34,gabrielle,outofreach,0
2001,7,36,3lw,nomorebabyimadoright,0
2001,7,41,mop,coldasice,9
2001,7,42,sunshineanderson,hearditallbefore,7
2001,7,45,indiaarie,video,8
2001,7,46,mya,free,10
2001,7,47,rkelly,fiesta,0
2001,7,51,fragma,youarealive,3
2001,7,52,bellesebastian,jonathandavid,3
2001,7,53,hearsay,pureandsimple,6
2001,7,55,atb,letugo,0
2001,7,56,destinyschild,survivor,0
2001,7,57,oxideneutrino,upmiddlefinger,0
2001,7,58,shaggy,itwasntme,8
2001,7,59,eve,whosthatgirl,3
2001,7,60,ronankeating,lovineachday,5
2001,7,62,muse,newborn,0
2001,7,63,atomickitten,wholeagain,0
2001,7,65,gorillaz,clinteastwood,5
2001,7,66,dandywarhols,godless,3
2001,7,67,jenniferlopez,play,0
2001,7,69,manicstreetpreachers,oceanspray,0
2001,7,70,outkast,sofreshsoclean,10
2001,7,71,ludacris,whatsyourfantasy,0
2001,7,72,ateens,upsidedown,5
2001,7,73,rem,imitationoflife,0
2001,7,75,melanieb,lullaby,5
2001,7,76,stereophonics,mrwriter,3
2001,7,77,anastacia,cowboyskisses,4
2001,7,79,madonna,whatitfeelslikeforagirl,6
2001,7,80,d12,purplepills,8
2001,7,81,radiohead,pyramidsong,3
2001,7,83,humannature,whenwewereyoung,0
2001,7,86,modjo,chillin,3
2001,7,87,bbmak,stillonyourside,0
2001,7,88,evacassidy,overtherainbow,9
2001,7,90,delasoul,thruyacity,5
2001,7,91,craigdavid,rendezvous,12
2001,7,92,alienantfarm,movies,0
2001,7,93,robbiewilliams,letlovebeyourenergy,0
2001,7,96,lilbowwow,bowwowthatsmyname,5
2001,7,99,starsailor,goodsouls,0
2001,7,100,depechemode,dreamon,3
2001,8,1,atomickitten,eternalflame,5
2001,8,2,destinyschild,bootylicious,3
2001,8,4,otown,allornothing,3
2001,8,5,d12,purplepills,8
2001,8,6,ianvandahl,castlesinthesky,0
2001,8,7,wyclefjean,perfectgentleman,3
2001,8,8,opm,heavenisahalfpipe,3
2001,8,12,sisqo,danceforme,5
2001,8,14,wheatus,alittlerespect,11
2001,8,15,usher,uremindme,3
2001,8,16,shaggy,angel,5
2001,8,18,faithhill,thereyoullbe,0
2001,8,21,gorillaz,192000,5
2001,8,22,oxideneutrino,devilsnightmare,0
2001,8,23,hearsay,thewaytoyourlove,0
2001,8,25,nsync,pop,3
2001,8,26,misteeq,alliwant,3
2001,8,27,blue,allrise,3
2001,8,29,mariahcarey,loverboy,6
2001,8,30,rickymartin,loaded,5
2001,8,31,djpiedpiper,doyoureallylikeit,0
2001,8,33,2pac,untiltheendoftime,5
2001,8,34,davidgray,sailaway,0
2001,8,36,hearsay,pureandsimple,6
2001,8,38,avalanches,frontierpsychiatrist,0
2001,8,39,blink182,therockshow,3
2001,8,42,jessicasimpson,irresistible,5
2001,8,43,kaci,tuamor,3
2001,8,44,basementjaxx,romeo,6
2001,8,47,texas,idontwantalover,3
2001,8,48,ash,sometimes,11
2001,8,50,aaliyah,weneedaresolution,0
2001,8,51,sugababes,soulsound,3
2001,8,52,bellefire,perfectbliss,3
2001,8,53,gerihalliwell,itsrainingmen,0
2001,8,54,stereophonics,haveaniceday,0
2001,8,55,eddygrant,electricavenue,0
2001,8,57,travis,sing,0
2001,8,58,limpbizkit,myway,3
2001,8,59,faithless,wecome1,9
2001,8,61,linkinpark,papercut,5
2001,8,66,dido,thankyou,0
2001,8,67,gabrielle,outofreach,0
2001,8,69,backstreetboys,morethanthat,6
2001,8,70,jenniferlopez,play,0
2001,8,71,nelly,ridewitme,5
2001,8,74,3lw,nomorebabyimadoright,0
2001,8,76,otown,liquiddreams,3
2001,8,77,outkast,sofreshsoclean,10
2001,8,80,blackcrowes,soulsinging,4
2001,8,81,shaggy,itwasntme,8
2001,8,82,atomickitten,wholeagain,0
2001,8,83,robbiewilliams,letlovebeyourenergy,0
2001,8,84,janetjackson,allforyou,0
2001,8,87,evacassidy,overtherainbow,9
2001,8,89,radiohead,pyramidsong,3
2001,8,91,muse,newborn,0
2001,8,93,oxideneutrino,upmiddlefinger,0
2001,8,95,manicstreetpreachers,oceanspray,0
2001,8,97,bonjovi,onewildnight,0
2001,8,98,rem,imitationoflife,0
2001,8,99,modjo,chillin,3
2001,8,100,indiaarie,video,8
2001,9,2,sosolidcrew,21seconds,0
2001,9,3,sophieellisbextor,takemehome,5
2001,9,4,nellyfurtado,turnoffthelight,3
2001,9,5,eve,letmeblowyamind,5
2001,9,7,jamiroquai,littlel,0
2001,9,8,ianvandahl,castlesinthesky,0
2001,9,9,atomickitten,eternalflame,5
2001,9,10,wyclefjean,perfectgentleman,3
2001,9,13,jenniferlopez,aintitfunny,5
2001,9,14,embrace,wonder,0
2001,9,15,opm,heavenisahalfpipe,3
2001,9,16,groovearmada,superstylin,3
2001,9,17,destinyschild,bootylicious,3
2001,9,20,d12,purplepills,8
2001,9,22,muse,bliss,0
2001,9,25,dantethomas,misscalifornia,7
2001,9,26,neworder,crystal,0
2001,9,28,otown,allornothing,3
2001,9,30,faithhill,thereyoullbe,0
2001,9,31,gerihalliwell,screamifyouwannagofaster,3
2001,9,35,shaggy,angel,5
2001,9,36,wheatus,alittlerespect,11
2001,9,38,sisqo,danceforme,5
2001,9,42,anastacia,madeforlovinyou,0
2001,9,43,janetjackson,someonetocallmylover,5
2001,9,45,hearsay,thewaytoyourlove,0
2001,9,47,gorillaz,192000,5
2001,9,49,crazytown,revolvingdoor,3
2001,9,53,radiohead,knivesout,3
2001,9,54,depechemode,ifeelloved,3
2001,9,55,zero7,destiny,3
2001,9,57,djpiedpiper,doyoureallylikeit,0
2001,9,58,usher,uremindme,3
2001,9,60,travis,sing,0
2001,9,63,badmeetsevil,scarymovies,5
2001,9,65,aaliyah,weneedaresolution,0
2001,9,66,hearsay,pureandsimple,6
2001,9,68,nsync,pop,3
2001,9,71,misteeq,alliwant,3
2001,9,72,eddygrant,electricavenue,0
2001,9,74,davidgray,sailaway,0
2001,9,75,2pac,untiltheendoftime,5
2001,9,82,evacassidy,overtherainbow,9
2001,9,86,kaci,tuamor,3
2001,9,87,bellefire,perfectbliss,3
2001,9,89,muse,newborn,0
2001,9,90,3lw,nomorebabyimadoright,0
2001,9,92,linkinpark,papercut,5
2001,9,94,lionelrichie,iforgot,3
2001,9,98,feeder,turn,3
2001,9,99,fragma,youarealive,3
2001,10,1,kylieminogue,cantgetyououtofmyhead,5
2001,10,4,cityhigh,whatwouldyoudo,3
2001,10,6,alienantfarm,smoothcriminal,0
2001,10,8,maryjblige,familyaffair,0
2001,10,9,eltonjohn,iwantlove,5
2001,10,10,shaggy,luvmeluvme,3
2001,10,11,unclekracker,followme,0
2001,10,12,supermenlovers,starlight,3
2001,10,13,pdiddy,badboyforlife,3
2001,10,16,stereophonics,steponmyoldsizenines,0
2001,10,17,blue,tooclose,5
2001,10,18,victoriabeckham,notsuchaninnocentgirl,0
2001,10,20,eve,letmeblowyamind,5
2001,10,23,basementjaxx,jus1kiss,0
2001,10,24,garbage,androgyny,9
2001,10,25,starsailor,alcoholic,6
2001,10,26,nellyfurtado,turnoffthelight,3
2001,10,29,sosolidcrew,21seconds,0
2001,10,31,blink182,firstdate,5
2001,10,32,sophieellisbextor,takemehome,5
2001,10,33,travis,side,0
2001,10,34,ianvandahl,castlesinthesky,0
2001,10,35,staind,itsbeenawhile,3
2001,10,36,ericksermon,music,10
2001,10,38,ludacris,areacodes,6
2001,10,39,wyclefjean,perfectgentleman,3
2001,10,42,redman,smashsumthin,4
2001,10,44,jamiroquai,littlel,0
2001,10,45,atomickitten,eternalflame,5
2001,10,48,emmabunton,takemybreathaway,0
2001,10,49,dido,hunter,0
2001,10,53,chemicalbrothers,itbeganinafrika,0
2001,10,54,opm,heavenisahalfpipe,3
2001,10,59,modjo,whatimean,3
2001,10,60,faithless,muhammadali,3
2001,10,63,destinyschild,bootylicious,3
